[INFO] 2025-04-18T22:10:22.316Z START RequestId: uuid_dd9a864f_8273_4a30_8202_43cb3fe553a1	 Activity: maf_database_creator	 Provider: aws_ec2
[INFO] 2025-04-18T22:10:54.239Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL320_Inner3.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL320_Inner3.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 309 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.239Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL320_Inner4.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL320_Inner4.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 199 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.239Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL320_Inner5.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL320_Inner5.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 367 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.239Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL320_Inner6.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL320_Inner6.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 187 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.239Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL320_Inner7.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL320_Inner7.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 595 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.239Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL337_Inner1.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL337_Inner1.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 187 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.239Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL337_Inner2.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL337_Inner2.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 191 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.239Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL337_Inner3.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL337_Inner3.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 243 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.239Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL337_Inner4.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL337_Inner4.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 363 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.239Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL337_Inner5.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL337_Inner5.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 421 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.239Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL337_Inner6.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL337_Inner6.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 191 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.239Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL337_Inner7.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL337_Inner7.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 581 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.239Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL358_Inner1.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL358_Inner1.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 187 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.239Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL358_Inner2.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL358_Inner2.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 187 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.239Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL358_Inner3.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL358_Inner3.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 183 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.239Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL358_Inner4.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL358_Inner4.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 239 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.239Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL358_Inner5.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL358_Inner5.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 355 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.239Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL358_Inner6.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL358_Inner6.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 243 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.240Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL358_Inner7.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL358_Inner7.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 567 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.240Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL364_Inner1.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL364_Inner1.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 187 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.240Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL364_Inner2.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL364_Inner2.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 243 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.240Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL364_Inner3.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL364_Inner3.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 299 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.240Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL364_Inner4.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL364_Inner4.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 187 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.240Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL364_Inner5.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL364_Inner5.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 183 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.240Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL364_Inner6.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL364_Inner6.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 415 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.240Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL364_Inner7.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL364_Inner7.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 575 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.240Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL371_Inner1.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL371_Inner1.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 187 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.240Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL371_Inner2.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL371_Inner2.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 183 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.240Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL371_Inner3.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL371_Inner3.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 299 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.240Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL371_Inner4.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL371_Inner4.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 357 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.240Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL371_Inner5.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL371_Inner5.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 185 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.240Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL371_Inner6.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL371_Inner6.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 511 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.240Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL374_Inner1.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL374_Inner1.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 183 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.240Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL374_Inner2.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL374_Inner2.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 239 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.240Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL374_Inner3.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL374_Inner3.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 183 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.240Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL374_Inner4.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL374_Inner4.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 297 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.240Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL374_Inner5.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL374_Inner5.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 353 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.240Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL374_Inner6.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL374_Inner6.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 465 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.240Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL374_Inner7.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL374_Inner7.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 563 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.240Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL421_Inner1.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL421_Inner1.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 185 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.240Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL421_Inner2.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL421_Inner2.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 249 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.240Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL421_Inner3.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL421_Inner3.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 187 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.240Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL421_Inner4.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL421_Inner4.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 305 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.240Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL421_Inner5.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL421_Inner5.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 187 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.240Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL421_Inner6.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL421_Inner6.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 521 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.240Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL424_Inner1.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL424_Inner1.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 185 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.241Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL424_Inner2.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL424_Inner2.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 199 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.241Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL424_Inner3.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL424_Inner3.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 185 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.241Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL424_Inner4.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL424_Inner4.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 187 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.241Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL424_Inner5.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL424_Inner5.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 313 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.241Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL424_Inner6.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL424_Inner6.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 527 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.241Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL441_Inner1.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL441_Inner1.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 185 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.241Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL441_Inner2.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL441_Inner2.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 183 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.241Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL441_Inner3.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL441_Inner3.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 297 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.241Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL441_Inner4.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL441_Inner4.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 355 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.241Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL441_Inner5.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL441_Inner5.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 413 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.241Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL441_Inner6.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL441_Inner6.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 513 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.241Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL458_Inner1.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL458_Inner1.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 185 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.241Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL458_Inner2.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL458_Inner2.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 243 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.241Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL458_Inner3.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL458_Inner3.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 299 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.241Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL458_Inner4.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL458_Inner4.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 185 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.241Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL458_Inner5.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL458_Inner5.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 453 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.241Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL465_Inner1.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL465_Inner1.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 185 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.241Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL465_Inner2.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL465_Inner2.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 249 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.241Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL465_Inner3.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL465_Inner3.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 305 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.241Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL465_Inner4.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL465_Inner4.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 363 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.241Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL465_Inner5.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL465_Inner5.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 183 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.241Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL465_Inner6.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL465_Inner6.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 515 bytes	 TransferDuration: 0 ms
[INFO] 2025-04-18T22:10:54.241Z FILE_TRANSFER RequestId: uuid_9227a4d6_b274_4111_8432_a556871cbe52	 TransferType: consumed	 Action: download_from_s3	 FileName: tree_ORTHOMCL508_Inner1.nexus	 Bucket: denethor	 FilePath: subtree/tree_ORTHOMCL508_Inner1.nexus	 FilePathLocal: .tmp/subtree	 FileSize: 187 bytes	 TransferDuration: 0 ms
